X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,STREET_ADDRESS,PROPERTY_NAME,OPA_ACCOUNT_NUM,ZIP_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,OPA_SQUARE_FOOTAGE,ELECTRICITY_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,TOTAL_GHG_EMISSIONS_MTCO2E,NOTES,X_COORD,Y_COORD
-75.14349365234375,39.958007812500007,386,4141032,401-35 N 03RD ST,Gift of Life Donor Program,771023700,19123,1,2003,Office,99880,6800904.172,3324584.080000,,,50,101.400000,225.600000,1339.9,865.600000,,-75.14354223,39.95791518
-75.03448486328125,40.105224609374993,387,5096479,9990 Verree Rd,Allegheny Valley School,881449000,19115,1,1970,Other - Education,60000,2273312.899,3812278.848000,,,,101.400000,172.800000,2833.7,432.800000,,-75.034552,40.10496602
-75.152099609375,40.0538330078125,388,3330744,6501 LIMEKILN PIKE,Kinsey,784226200,19138,1,1915,K-12 School,89200,736283.3276,8299828.550000,,,13,101.300000,120.800000,642.3,515.400000,,-75.15214199,40.05363519
-75.19598388671875,40.06298828125,389,3912172,7500 Germantown Ave,New Covenant Church of Philadelphia,775165500,19119,13,1893,Worship Facility,331000,5500666.036,27984231.930000,,,,101.200000,135.300000,5905.2,2043.700000,,-75.19600285,40.06281743
-74.96319580078125,40.083190917968743,390,4457702,4301 Byberry Road,Walmart Supercenter #01-2650,882693050,19154,1,2014,Wholesale Club/Supercenter,176191,12538987.4,5192142.751000,,,69,100.600000,230.200000,1548.6,1546.100000,,-74.96320684,40.08311172
-74.97747802734375,40.10882568359375,391,3857641,13000 Townsend Rd,US Treasury Building,884292513,19154,1,1994,Distribution Center,123510,10059647.37,2336337.107000,,,13,100.400000,247.900000,367.9,1143.300000,,-74.97753055,40.10858638
-75.1636962890625,39.955383300781243,392,3690846,118 N. Broad Street,Historic Landmark Building,772724000,19102,1,1865,Museum,71000,4213591.396,2897442.891000,,,,100.200000,209,1124.1,580.800000,,-75.16366855,39.9552166
-75.17230224609375,39.972412109375,393,4830338,2100 W Girard Ave,Philadelphia Nursing Home,881444600,19130,1,1950,Senior Care Community,347543,15639038.48,19192699.630000,,,1,100.200000,184,13422.7,2603.800000,,-75.17235403,39.97228906
-75.13330078125,40.015197753906257,394,3773891,301 W Hunting Park Ave,Esperanza Academy,777577905,19140,1,1930,K-12 School,71440,4769819.048,2381469.854000,,,16,100.100000,221.900000,571.4,609.700000,,-75.13335271,40.01511797
-75.169677734375,39.984191894531243,395,3330868,2118 W NORRIS ST,Douglas F,784321800,19121,1,1940,K-12 School,109651,2396908.163,8570798.610000,,,16,100,143.300000,1968.4,698.100000,,-75.1696604,39.98408444
-75.147705078125,40.052001953125,396,3330947,1701 CHELTEN AVE,Wagner,785097400,19126,1,1929,K-12 School,81589,1252937.921,271629.966600,6621654.200000,,15,99.800000,128.500000,954,632.800000,,-75.14767961,40.05174749
-75.17779541015625,40.073608398437507,397,4457838,1133 E. Mt Airy Ave,Gardens of Mt. Airy,881153700,19150,1,1960,Multifamily Housing,39400,973597.14,2941865.016000,,,34,99.400000,147.600000,2569.4,254.900000,,-75.17785862,40.07341666
-75.1973876953125,39.956237792968764,398,3687885,3750 Market Street,National Board of Medical Examiners,774688600,19104,1,1980,Office,165000,11795962.99,4579653.817000,,,47,99.200000,229.300000,2923.4,1438.300000,,-75.1974685,39.95614283
-75.2130126953125,40.027832031249993,399,5016210,420 Pensdale Street,Pensdale Housing Inc.,881445550,19128,1,2004,Multifamily Housing,65873,3528117.184,3009668.328000,,,2,99.200000,197.900000,2595,517.300000,,-75.21304773,40.0275715
-75.12091064453125,39.997009277343743,400,3589770,3199 D ST,Elkin,786010800,19134,1,1973,K-12 School,53200,2227539.554,3635.593963,3044003.800000,,20,99.200000,175.100000,1062.9,451.800000,,-75.12090752,39.99687598
-74.97576904296875,40.109985351562493,401,7773681,13200 Townsend Rd.,Lannett Company,884292602,19154,1,1977,Distribution Center,66000,3887632.8,2631690.106000,,,1,98.800000,206.800000,90.5,533.600000,,-74.97585126,40.10992243
-75.17340087890625,39.89520263671875,402,1960820,Three Crescent Drive,L02152 - Three Crescent Drive,788013000,19112,1,2008,Office,95800,9213682.912,244817.879500,,,,98.700000,272,2579.1,946.500000,,-75.17352135,39.89507894
-75.0985107421875,40.012817382812493,403,4973085,1401 E Bristol Road,CMH Development LP,886608600,19124,4,1938,Multifamily Housing,268565,4360764.604,22033767.440000,,,25,98.300000,131.600000,15125.3,1612.100000,,-75.09857589,40.01270789
-75.15570068359375,39.993041992187486,404,3783002,2600 N. Broad St.,Garage - Broad St,785053000,19132,1,1980,Parking,128600,1424241.134,11220101.170000,,,,98.300000,122.600000,877.9,740.200000,,-75.15571926,39.99279934
-75.23028564453125,40.0316162109375,405,3330939,4667 UMBRIA,Dobson,784463600,19143,1,1930,K-12 School,52500,622168.9876,4538556.800000,,,15,98.300000,124,220.3,304.100000,,-75.23032527,40.0313857
-75.1636962890625,39.90118408203125,406,6742123,700 PATTISON AVE,PHILADELPHIA,884144590,19148-5339,1,1950,Refrigerated Warehouse,170780,11814797.23,4961869.151000,,,40,98.200000,224.200000,2465.1,1460.500000,,-75.16378531,39.90113215
-75.140380859375,39.997802734374986,407,3330894,3001 N 6TH ST,Potter-Thomas,786687200,19133,1,1969,K-12 School,79933,1673832.005,6157111.579000,,,29,98,139.500000,681.7,496.600000,,-75.14035167,39.99757735
-75.185302734375,40.03759765625,408,5034040,243 W Tulpehocken Street,Manor Associates,881212500,19144,1,1930,Multifamily Housing,73605,1198686.098,6017981.907000,,,17,98,131.400000,3119.7,441.100000,,-75.18534286,40.03753832
-75.1104736328125,40.041198730468736,409,3956428,401 ADAMS AVE,FORMAN MILLS 103,882181620,19120,1,1985,Retail Store,60000,5441672.556,435879.550200,,,4,98,261.600000,156.3,574.500000,,-75.11052693,40.04097885
-75.16510009765625,39.947814941406243,410,2858581,250 South Broad Street,Merriam Theater,772505500,19102,1,1918,College/University,77964,4114431.852,3511695.148000,,,,97.800000,195.100000,4722.8,603.400000,,-75.16521282,39.9476471
-75.02301025390625,40.083618164062493,411,3893948,9745 Roosevelt Blvd.,Walmart Store #01-5130,882242000,19114,1,2004,Wholesale Club/Supercenter,141985,10442002.91,3447377.896000,,,33,97.800000,231.400000,1516.5,1241,,-75.023007,40.0833904
-75.16180419921875,39.95318603515625,412,3351492,21 Juniper St. @ Filbert St.,CY Philadelphia Downtown - 311qp,883704700,19107,1,1999,Hotel,440000,18569352.79,812300.008000,,23635837.900000,59,97.800000,184.700000,22692,3493.800000,,-75.16181344,39.95300278
-75.1602783203125,39.951599121093736,413,1946616,1200 Market Street,Loews Philadelphia Hotel,883705320,19107,1,1932,Hotel,650000,37350856.92,6315942.490000,,19845419.900000,53,97.700000,207.800000,21381.8,5437.200000,,-75.16031548,39.95141221
-75.2384033203125,39.99462890625,414,3879942,5600 City Avenue,Mandeville Hall (MV),77-4-5021-00,19131,1,1997,College/University,89373,5572805.952,3158027.752000,,,,97.700000,211.700000,690.5,732.300000,,-75.23842984,39.99450036
-75.1563720703125,40.006408691406243,415,3512104,3429 N 17TH ST,CO/GLC 14340/3429 N 17TH ST/PHILADELPHIA/PA,776615005,19140,1,1905,Other - Technology/Science,60607,5799864.316,,,,,97.600000,269.900000,11,596.300000,,-75.15640663,40.00622887
-75.20709228515625,39.944641113281243,416,3696855,4310 Woodland Ave,Athletic Recreation Center (ARC),773502090,19104,1,2003,College/University,78800,7506509.184,167575.587900,,,,97.400000,269,2555.8,769.400000,,-75.20716885,39.94443619
-75.21160888671875,40.037841796875,417,5020783,6100 Henry Avenue,Dupont Towers,"888210002;888210003;888210004;888210005;888210006;888210007;888210008;888210009;888210010;888210011;888210012;888210013;888210014;888210015;888210016;888210017;888210018;888210019;888210020;888210021;888210022;888210023;888210024;888210025;888210026;888210027;888210028;888210029;888210030;888210031;888210032;888210033;888210034;888210035;888210036;888210037;888210038;888210039;888210040;888210041;888210042;888210043;888210044;888210045;888210046;888210047;888210048;888210049;888210050;888210051;888210052;888210053;888210054;888210055;888210056;888210057;888210058;888210059;888210060;888210061;888210062;888210063;888210064;888210065;888210066;888210067;888210068;888210069;888210070;888210071;888210072;888210073;888210074;888210075;888210076;888210077;888210078;888210079;888210080;888210081;888210082;888210083;888210084;888210085;888210086;888210087;888210088;888210089;888210090;888210091;888210092;888210093;888210094;888210095;888210096;888210097;888210098;888210099;888210100;888210101;888210102;888210103;888210104;888210105",19128,1,1969,Multifamily Housing,92114,3458979.828,5510850.925000,,,11,97.400000,168,4330,643.100000,,-75.21159207,40.03758134
-75.2117919921875,39.966186523437486,418,3330800,766 N 44TH ST,Washington Martha,783691500,19104,1,1930,K-12 School,71300,1399840.216,5544540.747000,,,13,97.400000,136.600000,2706.1,436.300000,,-75.21184713,39.96612139
-75.10009765625,40.031188964843743,419,3769239,"4600 Roosevelt Blvd., Bldg G",Walmart Store #01-5103,882181540,19124,1,2003,Retail Store,109554,8744549.972,1915271.579000,,,38,97.300000,241.900000,1204,987.700000,,-75.10008405,40.03113955
-75.16400146484375,39.948791503906236,420,3597476,215 S. Broad St.,215 S. Broad,883026005,19107,1,1930,Office,50456,3617173.796,85380.351700,,1203145.200000,25,97.200000,231.200000,1362.4,450.900000,,-75.16400563,39.9487418
-75.21820068359375,40.004394531249993,421,3954556,4200 City Avenue,Hilton Philadelphia-Homewood Suites,883753000,19131,2,2000,Hotel,258000,11705336.86,13321219.150000,,,58,97,181.200000,15746.3,1893.400000,,-75.21819806,40.00435408
-75.1588134765625,39.958435058593757,422,5510618,314-22 N. 12th St.,Old Shoe Factory Condo Association,888057613,19107,1,1925,Multifamily Housing,63838,2612799.392,3579727.366000,,,5,97,173.500000,2128.4,454.800000,,-75.15880698,39.95825352
-75.1295166015625,40.02142333984375,423,3694569,200 West Wyoming Avenue,Berridge Shop,884353345,19140,2,1955,Other - Public Services,475000,22310549.38,22996557.750000,690138.100000,,,96.800000,183.800000,2909.2,3533,,-75.12953785,40.02132639
-75.22760009765625,39.902404785156243,424,3989162,7400 Holstein Ave.,7400 Holstein Ave.,884167024,19153,1,2003,Other,52800,2906322.152,2206140.690000,,,,96.800000,198,162,411.600000,,-75.22769105,39.90219716
-75.21258544921875,39.973022460937486,425,4096892,4400 West Girard Ave,CSE Centennial Village,881437000,19104,1,1978,Senior Care Community,75972,4888713.6,2452908.486000,,,40,96.600000,214.100000,7247.3,625.600000,,-75.2125862,39.97281627
-75.15521240234375,40.040832519531243,426,3893215,2006-50 W Olney Ave,La Salle #2 (Katherine's and B&G),776516000,19141,2,1983,College/University,80106,4134501.236,3568940.043000,,,,96.200000,191.300000,4179.7,608.400000,,-75.15522334,40.04063405
-75.1719970703125,39.89581298828125,427,4175568,1001 Intrepid Ave,3132B-Courtyard Philadelphia South,883741600,19107,1,2014,Hotel,107000,5329393.872,4927700.217000,,,46,95.900000,187.800000,3961,801.700000,,-75.17205393,39.89570159
-75.17578125,40.0216064453125,428,5950777,5115 Wissahickon Avenue,Birchwood Hill Apts,881060000,19144,4,1966,Multifamily Housing,65340,349979.076,5911689.397000,,,62,95.800000,110,3104,349.500000,,-75.17576938,40.02143905
-75.0247802734375,40.043395996093743,429,4123957,3600 STANWOOD ST,Brown JH,786152400,19136,1,1937,K-12 School,54623,669903.55,4541345.869000,,,26,95.400000,121.600000,422,309.100000,,-75.0247669,40.04330119
-74.98199462890625,40.071228027343743,430,3884927,10810 Knights Road,Torresdale Medical Building,778017200,19154,0,1985,Medical Office,60122,5730351.64,,,,33,95.300000,266.900000,,580.500000,,-74.98206145,40.07111554
-75.0924072265625,40.036804199218743,431,3408313,1001 DEVEREUX AVE,Fels HS,786264650,19111,1,2009,K-12 School,249787,13994597.78,9668124.198000,,,19,94.700000,197.500000,4389.5,1931.300000,,-75.0923845,40.03672315
-75.216064453125,39.9410400390625,432,3330786,5001 GREENWAY AVE,Comegys,783183400,19143,1,1911,K-12 School,70644,1313461.342,5363842.776000,,,17,94.500000,131.800000,945.4,418,,-75.21611577,39.94090484
-75.12176513671875,39.983642578125,433,3751437,2633 Trenton Ave.,"Charles Jacquin et Cie., Inc.",884104340,19125,5,1970,Manufacturing/Industrial Plant,200000,3595029.916,15297661.290000,,,,94.500000,130.600000,3368.5,1176.700000,,-75.12182203,39.98343804
-75.04351806640625,40.087036132812493,434,3669125,1520 Grant Avenue,Northeast Racquet Club - NERC,882069300,19115,2,1973,Fitness Center/Health Club/Gym,117000,7448675.784,3593577.077000,,,,94.400000,210.500000,18,945.500000,,-75.04352481,40.08693466
-75.17791748046875,40.054626464843743,435,3330921,6501 CHEW AVE,Emlen,784061400,19119,1,1926,K-12 School,74500,836139.2608,6191872.479000,,,31,94.300000,118.700000,933.8,413.600000,,-75.17790395,40.05436773
-75.17578125,39.95281982421875,436,4803452,2101 Chestnut Street,(PA2326) - Riverwest Condominium,883429700,19103,1,1957,Multifamily Housing,337140,8089439.148,23672445.230000,,,36,94.200000,140.900000,16895.5,2076.900000,,-75.17576584,39.95262602
-75.1270751953125,39.972839355468764,437,3330875,600 E THOMPSON ST,Penn Treaty,781401800,19125,1,1928,K-12 School,144000,1786679.128,11607039.930000,138000,,36,94,120.300000,3166.7,807.800000,,-75.12714734,39.97273338
-75.0994873046875,39.9974365234375,438,4099796,2101 E. Venango Street,Active Radiator,884201700,19134,1,1921,Manufacturing/Industrial Plant,65000,76901.0208,6027512.463000,,,,93.900000,100.700000,367.8,327.900000,,-75.09952833,39.99718389
-75.040771484375,40.044189453124993,439,3358512,3201 RYAN AVE,Lincoln HS,786482600,19136,1,2009,K-12 School,292229,13608236.55,11977310.240000,1741146,,25,93.500000,179.400000,3247,2144.100000,,-75.04081977,40.04406165
-75.24969482421875,39.88421630859375,440,3408943,9000 Bartram Ave,ES Philadelphia Airport - PHI,883743500,19153,1,2006,Hotel,211000,11718531.06,7987999.530000,,,44,93.400000,195.300000,10105,1611.500000,,-75.24974521,39.88408741
-75.15826416015625,39.97918701171875,441,4475654,1700 N. BROAD,1700 N. BROAD,777505000,19121,1,2000,College/University,84360,3803349.576,298419.954100,,,,93.400000,176.900000,1106,624.700000,,-75.15832331,39.97906655
-75.17889404296875,39.888427734375,442,4471836,1620 Kitty Hawk Ave,"Urban Outfitters, Inc. - Building #017, 014",788008020,19112,1,1916,Office,48129,2201913.728,2288190.259000,,,58,93.300000,178,406.2,344.600000,,-75.1789266,39.88818945
-75.201171875,39.93560791015625,443,3229069,1550 South Warfield St,PHPA,884124000,19146,1,1962,Non-Refrigerated Warehouse,58887,1893213.028,3600199.960000,,,22,93.300000,154.200000,153,383,,-75.20124611,39.93539044
-75.12188720703125,40.019409179687507,444,3330967,210 E Coutland St,Feltonville Arts,785127900,19120,1,1995,K-12 School,78000,3611765.776,3633330.205000,,,9,92.900000,178.600000,0,558.900000,,-75.1219493,40.01916883
-75.1614990234375,39.953796386718743,445,4830342,1301 Filbert Street,Criminal Justice Center (CJC),781092450,19107,1,1994,Courthouse,600000,42971819.84,12716949.090000,0,985,27,92.800000,222.800000,13783.1,5029.100000,,-75.16162995,39.95367301
-75.19268798828125,39.956604003906243,446,3762580,3501 Market Street,71-URBN Center,774688700,19104,1,2008,College/University,147593,12482976.01,1212143.181000,,,,92.800000,245.400000,1349.4,1329,,-75.19270919,39.95643241
-75.18267822265625,40.048034667968743,447,3790272,6445 Germantown Ave,Caring Heart Rehabilition and Nursing Center,881447300,19119-2345,1,1955,Senior Care Community,140000,7368005.868,5606600.033000,,,76,92.700000,189.400000,9361.1,1044.300000,,-75.18266187,40.04784903
-75.1859130859375,40.02239990234375,448,1567464,3000 West School House Lane,William Penn Charter School,775533000,19144,6,1925,K-12 School,308325,11457833.79,17109608.260000,,,48,92.700000,162.300000,3065.9,2069.600000,,-75.18590139,40.02236658
-75.1636962890625,39.947998046874993,449,4901211,1324 Locust Street,(PA2345) - Arts Condominium,888115201,19107,1,1922,Multifamily Housing,242157,6600592.476,15830871.960000,,,50,92.600000,145,18465.8,1509.600000,,-75.1636782,39.9477972
-75.22698974609375,39.988830566406243,450,4926155,5100 Lebanon Avenue,Bryn Mawr Suites,881158500,19131,1,1955,Multifamily Housing,111000,1941404.457,8269711.761000,,,43,92,127.200000,7185.9,635.900000,,-75.22703164,39.98873395
-75.1226806640625,40.053039550781243,451,5950776,210 W. Cheltenham Avenue,Melrose Park Manor,881220000,19126,4,1965,Multifamily Housing,60984,349271.086,5255287.495000,,,73,91.900000,106.500000,4723.6,314.500000,,-75.12270512,40.05282395
-75.15509033203125,39.949401855468743,452,4392908,834 Chestnut Street,The Franklin Residences,888053901,19107,1,1925,Multifamily Housing,478920,30567510.9,13437401.890000,,,7,91.900000,208.200000,18024,3810.600000,,-75.1551553,39.94937002
-75.05267333984375,40.04022216796875,453,3330764,3001 PRINCETON AVE,Mayfair,786438600,19149,1,1949,K-12 School,72000,1793524.965,4825807.057000,,,17,91.900000,140.100000,1086.1,438,,-75.05273621,40.03997512
-75.1873779296875,40.04180908203125,454,6677637,259 W. Johnson Street ,Greene Manor (The Tudors),881097510,19144,1,1929,Multifamily Housing,83344,2480677.54,5171100.131000,,,25,91.800000,148.500000,1772.9,526,,-75.18734966,40.04172721
-75.14300537109375,39.968383789062493,455,4123946,1101 NORTH 4TH ST,Bodine,781462800,19123,1,1935,K-12 School,59000,942049.1056,4461464.246000,,,25,91.600000,124.100000,3712.5,332.400000,,-75.1430234,39.96825566
-75.17047119140625,39.954833984374993,456,4000464,1801 John F Kennedy Blv,Sterling Apartment Homes,881035000,19103,1,1961,Multifamily Housing,518241,29944380.75,17439126,,,4,91.400000,197.100000,18448.3,3960,,-75.1705112,39.95456988
-75.25,39.983398437500007,457,3347763,6333 Malvern Avenue,Overbrook School for the Blind,774577000,19151,1,1900,K-12 School,316903,8321376.672,20062381.290000,,,50,91.400000,142.900000,2485.2,1908.700000,,-75.25014237,39.98313074
-75.15386962890625,39.916625976562507,458,5026350,2509 S. Fourth Street,St. Monica Center,881444210,19148,1,1960,Senior Care Community,100000,6450505.42,2679872.631000,,,60,91.300000,208.800000,5102.7,795.900000,,-75.15394586,39.91652583
-75.1702880859375,40.07342529296875,459,3330920,8025 THOURON AVE,Edmonds FS,784479400,19150,1,1949,K-12 School,80500,1221108.056,6112939.225000,,,31,91.100000,122.200000,3181.3,448.400000,,-75.17030486,40.07328611
-75.00927734375,40.09759521484375,460,3633517,11401 Roosevelt Blvd.,United Refrigeration Inc. Headquarters,884267500,19154,0,1960,Distribution Center,121508,8341196.98,2711043.955000,,,13,91,215.600000,1464.2,989.100000,,-75.0093637,40.09743594
-75.0924072265625,40.036804199218743,461,3583473,5500 KINGSESSING AVE,Mitchell,783251000,19143,1,1915,K-12 School,90000,1670987.421,6491461.839000,,,13,90.700000,127.700000,1249.4,514.100000,,-75.0923845,40.03672315
-75.1776123046875,39.977600097656236,462,4830333,1481 N 26th St,Fleet Shop 258 / WHS,782326200,19121,1,1970,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",59962,1518740.91,3915036.749000,,,,90.600000,139.500000,265.6,361.800000,,-75.17762342,39.97744535
-75.1591796875,39.967224121093736,463,3881229,701 North Broad Street,Salvation Army Divisional Headquarters,"771065001; 771638001",19123,3,1970,Mixed Use Property,97500,6660090.932,2158419.341000,,,,90.400000,214.500000,978.1,789.400000,,-75.15924755,39.96708056
-75.16729736328125,39.948791503906236,464,5849202,1525-29 Locust St.,1525 Locust,883045400,19102,1,1983,Office,97811,8799435.404,,,,33,90,251.900000,1584.9,891.500000,,-75.16739788,39.9487545
-75.17340087890625,39.950012207031243,465,4926217,210 W Rittenhouse Sq,(PA2473) - Rittenhouse Condo & Hotel,"888085258;883702700",19103,1,1989,Multifamily Housing,573027,34123616.72,17438863.330000,,,10,90,198.700000,19734.4,4383.400000,,-75.17340398,39.94984228
-75.01739501953125,40.027587890625,466,4852904,8001 State Rd,HOC-House of Corrections Complex,"786504751; 881449900",19136,1,1927,Prison/Incarceration,830754,18696497.56,56015492.700000,0,,,89.900000,133.800000,1165.6,4869.400000,,-75.01738643,40.02742436
-75.210205078125,40.009033203125007,467,6389223,3900 City Avenue,PC - Sora Pool,Not Available,19131,1,2015,Fitness Center/Health Club/Gym,84202,1227379.994,6341397.526000,,,,89.900000,119.900000,2028.7,461.200000,,-75.21018828,40.00876046
-75.1868896484375,40.0360107421875,468,5544301,6200 Wayne Avenue,6200 Wayne,881211900,19144,1,1926,Multifamily Housing,71432,1335047.36,5078802.602000,,,21,89.800000,127,4085.1,405,,-75.18693284,40.03593479
-75.159912109375,39.9552001953125,469,3789312,1101 Arch Street,Exhibit Hall && Train Shed Bldg,781005600,19107,1,1993,Convention Center,1100000,47617087.24,51168058.060000,,,,89.800000,170,17742,7541.900000,,-75.15995091,39.95494969
-75.20709228515625,39.944641113281243,470,3696770,4320 Woodland Ave,Science and Technology Center (STC),773502090,19104,1,2007,College/University,78000,6968563.028,14109.155020,,,,89.500000,250.300000,3555.9,706.700000,,-75.20716885,39.94443619
-75.0059814453125,40.113830566406257,471,3782240,1800 Byberry Rd,Mast Charter School,778500305,19116,2,2001,K-12 School,144000,10654587.57,2223652.089000,,,10,89.400000,223.400000,,1197.500000,,-75.00602558,40.11358943
-75.1549072265625,39.979431152343736,472,3979389,1755 N. 13TH,GITTIS STUDENT CENTER,777569000,19122,1,2000,College/University,220700,6254004.928,79955.468400,,13057923,,89.400000,153.600000,9520.9,1504.900000,,-75.15495696,39.97929935
-75.1925048828125,39.955810546874993,473,3321455,3440 Market St,3440 Market St,883076510,19104,1,1981,Office,117848,10131207.24,404778.059200,,,29,89.400000,244.300000,1735,2306,,-75.19252481,39.95562347
-75.15460205078125,40.00701904296875,474,4993120,1531 West Tioga street,Tioga Presbyterian Apartments,776274500,19140,1,1995,Multifamily Housing,97964,3126484.181,5624121.739000,,,24,89.300000,149.600000,5355.3,615.500000,,-75.15468712,40.00683016
-75.15069580078125,39.90582275390625,475,3790320,3333 S. Front Street,Procacci Brothers Sales Corp.,884149000,19148,1,1958,Refrigerated Warehouse,315000,22623921.1,5456827.585000,,,30,89.100000,219.300000,2407.8,2581.900000,,-75.1507845,39.90568065
-75.17437744140625,39.893432617187486,476,3637467,4747 South Broad Street,Building 101 - CBRE,78-8-0099-00,19112,1,1911,Office,75000,3327137.76,3322022.364000,,,37,88.700000,170.700000,551.8,513.500000,,-75.17440707,39.89317723
-75.16497802734375,39.948608398437493,477,3529858,230 S. Broad St.,230 S. Broad,883048000,19102,1,1908,Office,214486,13983498.55,5026244.684000,,,44,88.600000,207.200000,6334.8,1683.700000,,-75.16505618,39.94841263
-75.14508056640625,39.92938232421875,478,4508016,1400 S DELAWARE AVE,RIVERVIEW PLAZA 17,882055250,19147,1,1991,Movie Theater,77700,5830780.448,1052799.868000,,,,88.600000,224.300000,1822,646.600000,,-75.14514597,39.92928552
-75.1558837890625,39.94903564453125,479,3641814,130 South 9th Street,Edison Building,771021000,19107-5233,1,1930,Office,244109,12855498.17,102.600003,,8687902.100000,38,88.300000,190.300000,6831.2,1879.300000,,-75.15597099,39.94889996
-75.1632080078125,39.934814453125,480,3330835,1213 S. 12 ST,Jackson,781092000,19147,1,1925,K-12 School,58000,970913.602,4142811.196000,,,29,88.200000,121.900000,613.6,318.400000,,-75.1632671,39.93465816
-75.24688720703125,39.959411621093757,481,5026797,6250 Walnut Street,Walnut Park Plaza,886600600,19139,1,1921,Multifamily Housing,233372,5171056.6,15407031.840000,,,32,88.200000,131.400000,15910.3,1342.200000,,-75.24694929,39.95927228
-75.11419677734375,39.999633789062493,482,3330906,800 E ONTARIO ST,Sheridan,786350400,19134,1,1900,K-12 School,64767,721711.6992,4987265.095000,,,25,88.100000,112.100000,1035,338,,-75.11425969,39.99949194
-75.1990966796875,39.9573974609375,483,5063279,3817 MARKET STREET,Ralston Mercy Douglass,774001000,19104,1,2000,Multifamily Housing,56784,1868838.382,3134925.816000,,,14,88.100000,150.100000,4481.3,355.800000,,-75.19917426,39.95721718
-75.16168212890625,39.967590332031243,484,3968965,1415 Fairmount Avenue,JBJ Soul Homes,886806600,19130,1,2014,Multifamily Housing,75000,4171262.124,2491189.396000,,,,88.100000,189.800000,2008.2,551.900000,,-75.16169588,39.96739451
-75.04058837890625,40.06243896484375,485,4998410,8401 Roosevelt Boulevard,Wesley Enhanced Living Pennypack Park,881449300,19152,1,1931,Senior Care Community,216320,7938737.932,11032309.890000,,,70,87.700000,156.300000,13178.7,1390.300000,,-75.04059033,40.06229071
-75.1649169921875,39.944030761718743,486,6688634,521 S Broad St,SouthStar Lofts,881576560,19147,1,2016,Multifamily Housing,118616,7070755.84,3326400.845000,,,1,87.700000,196.400000,3102.2,893,,-75.16494179,39.94378206
-75.22039794921875,40.00042724609375,487,5219012,4401 Conshohocken Avenue,4401 Conshohocken,881156500,19131,1,1931,Multifamily Housing,80000,1726472,5281847.943000,,,16,87.600000,129.800000,457.8,455.500000,,-75.22041916,40.00032643
-75.178466796875,39.95501708984375,488,1269439,2301 Market Street,PECO MAIN OFFICE BUILDING,883054500,19103,1,1971,Office,870921,72996976.28,,,3335188.100000,,87.600000,239.300000,12.9,7616.900000,,-75.17851324,39.95476746
-75.18621826171875,39.916198730468757,489,3594195,2200 Oregon Avenue,#4166 Phil/Oregon Ave,882245100,19145,1,2004,Retail Store,114840,5867155.78,4166314.902000,,,46,87.400000,181.100000,1264,815.700000,,-75.18620881,39.91610047
-75.03448486328125,40.087402343749993,490,5029306,9629 Bustleton Avenue,9629 Bustleton,881198000,19115,1,1965,Multifamily Housing,78015,1497526.8,5317966.376000,,,48,87.400000,125.300000,4085.1,434.200000,,-75.0345367,40.08714844
-75.16400146484375,39.9542236328125,491,4931293,1401 JFK Blvd,Municipal Services Building (MSB),782003200,19102,1,1968,Office,491000,30042195.97,12611590.860000,,,62,86.900000,198.300000,4273.6,3713.500000,,-75.16415047,39.95401276
-75.021484375,40.1265869140625,492,5211022,300 W. Byberry Road,Stonebridge Condominium Association,888582201,19116,1,1965,Multifamily Housing,55000,1423907.782,3350045.257000,,,30,86.800000,136.400000,2804.5,322.200000,,-75.02153396,40.12640646
-75.1624755859375,39.948791503906236,493,5015250,206 S. 13th Street,Chancellor Apartments,881015000,19107,1,1920,Multifamily Housing,128337,2698992.313,8439550.522000,,,71,86.800000,127.900000,4807.8,721.700000,,-75.16252487,39.94864413
-75.1923828125,40.038635253906236,494,5219024,601 West cliveden street,601 W Cliveden St,881098700,19119,1,1938,Multifamily Housing,61508,1253500.56,4088302.381000,,,23,86.800000,126.900000,3178.5,344.100000,,-75.19235252,40.03841153
-75.1322021484375,39.987182617187493,495,3330911,2400-54 N FRONT ST,Hunter,786154910,19133,1,2004,K-12 School,98500,4073859.76,4456441.355000,,,16,86.600000,163.300000,1335.3,649.400000,,-75.13224874,39.98712968
-75.16796875,39.95343017578125,496,4484968,1635 Market,1635 Market,883053000,19103,1,1966,Office,286585,21408351.75,3370028.127000,,,42,86.500000,221.500000,7632.7,2347.900000,,-75.16802338,39.95328006
-75.15081787109375,40.043395996093743,497,3330745,1800 NEDRO AVE,Pennell,785356200,19141,1,1927,K-12 School,70498,1112166.308,173773.469900,4806539.800000,,20,86.400000,115.600000,579.7,478.600000,,-75.15081204,40.04331133
-75.0985107421875,39.993408203125,498,3788641,3500 ARAMINGO AVE,FORMAN MILLS 113,882125501,19134,1,1988,Retail Store,53668,3535732.768,1093194.290000,,,15,86.300000,205.900000,285.8,416.300000,,-75.098518,39.9932865
